pmcid,pmid,license,abstract
PMC8351811,34394250,© 2020 Adegoke OO et al.,"Infantile digital fibromatosis (IDF), also called inclusion body fibromatosis is an uncommon benign tumour occurring in the digits of young children. In about a third of cases, it is congenital and the diagnosis is based on the presence of peculiar intracytoplasmic inclusions on histology. Recurrence rate post-surgery is high. However, spontaneous regression has been reported. We present a case of a 5-month-old infant who had excision of a right second toe mass, which has been present from birth. Histological examination revealed this to be infantile digital fibromatosis. To the best of our knowledge, no report of this has been made in Nigeria. It is important that this diagnosis be entertained in young children with masses on the digits as this will influence the management instituted."
PMC8314774,34386558,"Copyright © 2020 by S. Karger AG, Basel.","Chronic radiation proctitis usually develops 3 months after therapy. Despite the lack of standard guidelines regarding treatment, argon plasma coagulation is often a safe and effective endoscopic therapy. However, rectal ulcers are a common complication after argon plasma coagulation. Nevertheless, most patients are asymptomatic and do not require additional monitoring or treatment. We report a case of an argon plasma coagulation-induced ulcer with relevant symptoms and refractory to medical treatment. The patient was treated with hyperbaric oxygen therapy and had complete resolution of the rectal ulcer. Hyperbaric oxygen therapy has shown efficacy in severe chronic proctitis and radiation-induced rectal ulcers, but no clinical report has ever been published on using hyperbaric oxygen therapy for ulcers after argon plasma coagulation. In this case, hyperbaric oxygen therapy was an effective alternative option and can be considered in patients with refractory argon plasma coagulation-induced rectal ulcers. A proctite rádica crónica desenvolve-se habitualmente 3 meses após radioterapia. Não obstante a ausência de recomendações em relação ao tratamento desta patologia, a terapêutica endoscópica com árgon-plasma é segura e eficaz. Contudo, as úlceras retais são uma complicação frequente, apesar da maioria dos doentes serem assintomáticos e não requerem vigilância e/ou tratamento. Os autores apresentam um caso clínico de um doente com o diagnóstico de proctite rádica crónica, submetido a terapêutica com árgon-plasma com posterior desenvolvimento de úlcera retal refratária a tratamento médico conservador. O doente foi submetido a oxigenoterapia hiperbárica com resolução completa da úlcera retal. De acordo com a literatura, a oxigenoterapia hiperbárica apresenta eficácia na proctite rádica crónica grave e nas úlceras retais induzidas por radioterapia. Contudo, a utilização da oxigenoterapia hiperbárica nas úlceras retais secundárias a terapêutica com árgon-plasma ainda não foi descrita. Neste caso, a oxigenoterapia hiperbárica foi uma opção terapêutica eficaz, podendo ser considerada nas úlceras retais refratárias secundárias a terapêutica com argon-plasma."
PMC8314769,34386557,"Copyright © 2020 by S. Karger AG, Basel.","Although patient-centered care can be found in the mission statement of nearly every hospital, it is not always put into practice, and COVID-19 brings new challenges even to the best-organized hospitals and well-developed health care systems. In the current COVID-19 pandemic, inflammatory bowel disease (IBD) patients have a potentially higher risk of complications from this infectious disease due to the use of immunosuppressant and/or biologic treatments and due to flares of this chronic illness, which often require urgent care and sometimes hospitalization. Moreover, patients undergoing biologic intravenous (IV) treatment visit the hospital for scheduled IV infusions. In hospitals like ours, where COVID-19 patients are treated, the organization of ""clean circuits"" is essential to minimize the risks of infection for non-COVID-19 patients, such as patients in IBD infusion units. In our hospital, the IBD infusion unit is located within the gastroenterology department, which, under normal circumstances, is very advantageous for patients but in the current context is not. Our goal was to maximize adherence to biologic IV treatment and clinical safety at a time of profound changes in gastroenterology activity and in a department with daily increases in the number of COVID-19 patients. To this end, we initiated proactive COVID-19 testing in IBD patients undergoing biologic IV treatment and changed the location of the infusion unit to a ""COVID-free"" institution, maintaining the care of these patients by the dedicated IBD team of our department. The purpose of this report is to show that a patient-centered care strategy allowed us to reach very high levels of patient comfort, satisfaction, and compliance with therapeutics. Os cuidados centrados no doente são uma intenção de quase todas as declarações de missão de um hospital. No entanto, nem sempre são colocados em prática. A doença por COVID-19 trouxe novos desafios, mesmo para os hospitais mais bem organizados e com sistemas de saúde desenvolvidos. Na atual pandemia COVID-19, os doentes com doença intestinal inflamatória (DII), têm um risco potencialmente maior de complicações desta doença infeciosa, quer pelo uso de tratamentos imunossupressores e/ou biológicos, quer pela natureza crónica da doença, que evolui com agudizações, que frequentemente requerem cuidados urgentes e, às vezes, hospitalização. Os doentes sob biológicos intravenosos (IV) necessitam de recorrer ao hospital para infusão programada. Em hospitais como o nosso, onde doentes com COVID-19 são recebidos e tratados, a organização de “circuitos limpos” é essencial para minimizar os riscos de infeção em doentes não-COVID-19, nomeadamente nas unidades de infusão de biológicos. No nosso Hospital, a unidade de infusão localiza-se dentro do Departamento de Gastrenterologia, o que em circunstâncias normais é muito vantajoso para os doentes, mas não o foi no contexto da atual pandemia. O nosso objetivo, num momento de profunda mudança da atividade da Gastrenterologia e num Departamento com aumento diário do número de doentes COVID-19, foi o de maximizar a adesão aos tratamentos biológicos IV e a sua segurança clínica. Para isso iniciamos um programa proactivo de teste a COVID-19, nos doentes com DII, sob biológicos IV, e mudamos a unidade de infusão para uma Instituição “COVID free,” mantendo a habitual orientação destes doentes pela equipe diferenciada de DII do nosso Serviço. O objetivo deste trabalho é mostrar que, com uma estratégia de cuidados centrados no doente, foi possível atingir níveis elevados de adesão à terapêutica, de conforto e satisfação."
PMC8314762,34386555,"Copyright © 2020 by S. Karger AG, Basel.","Strongyloidiasis is an infection caused by Strongyloides stercoralis. Gastrointestinal manifestations typically include duodenitis, chronic enterocolitis, and malabsorption, while gastric involvement is very rare. In this case report, the -authors present a case of upper gastrointestinal bleeding caused by a gastric ulcer with a challenging etiological diagnosis. In Portugal, there have been reports in the past century of autochthonous cases of S. stercoralis infection suggesting endemic zones, but with the current sanitation infrastructure strongyloidiasis is thought to be rare. A 56-year-old Caucasian male smoker with a history of significant weight loss presented to the emergency department with hema-temesis and abdominal pain. Upper endoscopy revealed a giant gastric ulcer with a macroscopic appearance suggestive of malignancy. Further investigation with CT scan highlighted gastric wall thickness and a spiculated lung lesion in the upper right lobe without lymph node involvement or metastatic disease. Bronchoscopy with bronchial brushing was performed. Histological examination identified squamous cell carcinoma of the lung and the patient was referred to Oncological Pneumology. Gastric ulcer biopsies ruled out malignancy and identified fragments of nematodes with inflammatory infiltrates and fibrinogranulocytic exudate, suggestive of S. stercoralis . Accordingly, the diagnosis of strongyloidiasis was made and further confirmed with molecular methods and serology. The giant gastric ulcer was affirmed to be caused by S. stercoralis infection and the patient was treated with ivermectin with improvement of epigastric pain. On reevaluation 6 weeks later the patient was asymptomatic, had gained weight, parasitological stool examinations were negative, and upper endoscopy showed complete ulcer healing. Further tests were done targeting risk factors for strongyloidiasis, and in addition to the presence of malignancy, other underlying causes for immunosuppression were ruled out. In this case report strongyloidiasis was manifested by gastric involvement with upper gastrointestinal bleeding in a patient who was subsequently diagnosed with squamous cell carcinoma of the lung. A estrongiloidíase é uma infecção causada por Strongyloides stercoralis . As manifestações gastrointestinais tipicamente incluem duodenite, enterocolite crónica e má absorção, sendo o envolvimento gástrico muito raro. Neste caso clínico, os autores apresentam um caso de hemorragia digestiva alta causada por uma úlcera gástrica com um diagnóstico etiológico desafiante. Em Portugal no século passado existiram casos autóctones de infecção a S. stercoralis sugerindo zonas endémicas, mas com a actual infraestrutura de saneamento a estrongiloidíase é rara. Homem de 56 anos de idade, caucasiano, fumador, com história de perda ponderal significativa, admitido no Serviço de Urgência por hematemeses e dor abdominal. A endoscopia digestiva alta realizada revelou uma úlcera gástrica gigante com aparência macroscópica sugestiva de malignidade. A investigação subsequente com tomografia computadorizada (TC) destacou a presença de espessamento gástrico e uma lesão pulmonar espiculada no lobo superior direito, sem envolvimento ganglionar ou doença metastática. Foi realizada broncofibroscopia com escovado brônquico tendo o exame histológico identificado carcinoma pavimento celular do pulmão, pelo que o doente foi referenciado para a Pneumologia Oncológica. As biópsias da úlcera gástrica descartaram malignidade e identificaram fragmentos de nemátodes com infiltrados inflamatórios e exsudado fibrino-granulocítico, sugestivo de Strongyloides stercoralis . Consequentemente, foi feito o diagnóstico de estrongiloidíase, confirmado com métodos moleculares e sorologia. Admitiu-se que a úlcera gástrica gigante terá sido causada pela infecção por Strongyloides stercoralis e o doente foi tratado com ivermectina com melhoria da dor epigástrica. Em reavaliação, seis semanas depois, o doente estava assintomático, com ganho ponderal, os exames parasitológicos das fezes estavam negativos e a endoscopia digestiva alta mostrou cicatrização completa da úlcera. Foram realizados exames adicionais para investigação de factores de risco para estrongiloidíase, tendo sido excluídas outras causas de imunossupressão subjacente para além da presença de malignidade. Neste caso clínico, a estrongiloidíase manifestou-se por envolvimento gástrico com hemorragia digestiva alta num doente que foi posteriormente diagnosticado com carcinoma pavimento celular do pulmão."
PMC8323652,34386372,Copyright: © 2020 Tzu Chi Medical Journal.,"The Tolosa-Hunt syndrome (THS) is caused by granulomatous inflammation in the cavernous sinus, superior orbital fissure, or orbit characterized by painful ophthalmoplegia. Here, we report a case of recurrent THS in a 48-year-old female, who initially showed a poor response to low-dose steroids. Each episode involved different cranial nerves and painful ophthalmoplegia. Neuroimaging showed enhancement in the right cavernous sinus. The patient was treated with glucocorticoid pulse therapy and azathioprine. THS was previously considered to be responsive to glucocorticoids. This report demonstrates a case of THS with poor response to steroids and unique presentation of frequent recurrence with different cranial nerve involvement."
PMC8328559,34381640,Thieme. All rights reserved.,"Background Giant cell tumor (GCT) of capitate is a rare lesion that is challenging to treat. Case Description We present a case of a 12-year-old girl suffering from a GCT of the capitate. Wide excision combined with adjuvant treatment including hydrogen peroxide, alcohol, tricortical bone grafting, and limited midcarpal and carpometacarpal fusion achieved good functional result without evidence of tumor recurrence or radiocarpal degeneration at 8 years postoperatively. Clinical Relevance In this case with long-term follow-up, surgical treatment of capitate GCT with limited midcarpal and carpometacarpal fusion led to a satisfactory outcome despite the alteration of wrist kinematics."
PMC8337096,34381639,Thieme. All rights reserved.,"Background Isolated ulnar head fracture is a rare entity, and the restriction of range of motion in the wrist is rarely reported. Case Description We report two cases of conservatively treated ulnar head malunion with restricted supination and pronation. The increased tension of the volar portion of the triangular fibrocartilage complex was observed, and the surgical treatment significantly improved the range of motion. Literature Review There are a few reports on isolated ulnar head fracture. Other causes of restricted supination and pronation of the wrist are mostly due to the interposition of soft tissues or loose bodies. Clinical Relevance Malunion after ulnar head fracture can cause restriction of wrist supination and pronation. Surgical intervention may be considered if restricted range of motion remains after conservative treatment."
PMC8326873,34381273,© The Author(s) 2020.,"Dapsone is extensively used for a variety of infectious, immunological, and hypersensitivity disorders. Dapsone can cause several adverse effects, the most serious being dapsone hypersensitivity syndrome (DHS), which is potentially fatal. DHS is characterized by triad of eruptions, fever, and organ involvement (including liver, kidney, hematological system, etc.). DHS can develop several weeks to as late as 6 months after treatment initiation with dapsone. Here, we report a case of DHS and leukemoid reaction with coexisting hepatitis E in a 10-year-old girl. Three weeks prior to the current admission, she was treated with dapsone (1 mg/kg/day in two divided doses) for 8 days by a local doctor for lichen nitidus. She was managed successfully for DHS with intravenous (IV) steroids followed by the oral steroid. This case is being reported to highlight the importance to ensure timely diagnosis of DHS and its appropriate management. Patients started on dapsone for various clinical conditions need to be observed carefully for the development of the DHS. If this occurs, DHS can be mistaken for the progression of the primary disease. If dapsone is not withdrawn, it could have deleterious and potentially fatal effects due to major organ dysfunction."
PMC8330675,34377646,Copyright: © 2020 Journal of Medical Ultrasound.,"We describe a case of fetal congenital mesoblastic nephroma (CMN) who was diagnosed with ultrasound at 32 weeks of gestation; after delivery, the neonate received left radical nephrectomy, and pathology report confirmed the diagnosis. All cross-sectional imaging studies, such as ultrasonography, computed tomography (CT) scanning, and magnetic resonance imaging, may help to define the organ of origin and the relationship to the ipsilateral kidney. To our knowledge, this is the first case of fetal CMN who was diagnosed in the third trimester and then with a live-born baby in Taiwan. The prenatal examination such as three-dimensional ultrasound and CT image was performed to help us for prenatal diagnosis."
PMC8330680,34377644,Copyright: © 2020 Journal of Medical Ultrasound.,"Paraganglioma is a tumor that originates from neuroendocrine cells of the sympathetic or parasympathetic systems. Patients may suffer from headaches, palpitations, diaphoresis, and hypertension due to catecholamine excess or symptoms from the mass effect of the tumor. In the absence of typical symptoms of catecholamine excess, the diagnosis of a nonfunctional paraganglioma is often delayed. Herein, we report a case of a 63-year-old female patient with a nonfunctional paraganglioma which is an accidental finding during investigation of a fever. Abdominal ultrasonography incidentally detected this lesion as a complex, solid, cystic mass in the left suprarenal retroperitoneum."
PMC8330661,34376951,Copyright: © 2020 Indian Journal of Nephrology.,"Acute kidney injury after exercise is most commonly secondary to rhabdomyolysis. Non-rhabdomyolysis AKI is secondary to a limited number of disorders of which renal hypouricemia (RHUC) needs a special mention. It is relatively a rare genetic disorder and is reported in Japanese and Ashkenazi Jews. Humans have lost the ability to metabolize uric acid as the ""uricase"" gene is suppressed. Renal tubules handle uric acid and aid in maintaining serum concentrations in the soluble range. Uric acid excretion is increased in RHUC patients due to proximal tubular defects. This leads to the loss of antioxidant capabilities of the kidney, predisposing them to severe AKI following anaerobic exercise. We report a case of exercise-induced AKI secondary to renal hypouricemia."
PMC8330650,34376949,Copyright: © 2020 Indian Journal of Nephrology.,"Hypertriglyceride-induced Acute Pancreatitis is a devasting condition. The rapid reduction of serum triglyceride is a key factor in its management. Beside the reduction in Triglyceride level plasmapheresis has other added advantage. Early initiation of plasmapheresis within 48 hrs has a better outcome. Plasmapheresis should be performed until triglyceride levels have been lowered to 500mg/dl. Here, we present a series of four cases of hypertriglyceride induced pancreatitis who underwent plasmapheresis. All the patients were diabetics. All cases showed the rapid reduction of triglyceride levels after plasmapheresis. Three patients were discharge from hospital, where as one patient died due to Sepsis. Out of four patients only one required Renal Replacement therapy."
PMC8312584,34366518,"© 2020 Taylor & Francis Group, LLC.","A healthy, asymptomatic woman was referred after incidental discovery of a right superior incongruous hemianopia. Magnetic resonance imaging disclosed a schizencephalic cleft passing through Meyer's loop of the left optic radiation. The lesion may have resulted from a focal vascular accident or disruption of cortical neurogenesis during gestation."
PMC8312592,34366517,"© 2020 Taylor & Francis Group, LLC.","Visual hallucinations in Parkinson's disease (PD) are usually attributed to medications and dysfunction in higher order sensory processing as the disease progresses. However deficits in visual processing, including colour discrimination, have been reported in early, untreated PD and it is unclear how these, along with co-morbid conditions affecting vision, could contribute to hallucinations. This case describes a 66-year-old otherwise fully independent woman with early, mild PD who presented with discrete episodes of unusual vivid hallucinations centred on colour. She was later found to have a subclinical colour deficiency in excess of her PD and, after reporting a lifelong history of poor vision in her father, tested positive for autosomal dominant optic atrophy. This case illustrates how a lifelong extrinsic deficiency in colour vision can interact with the effects of visual changes in early stage PD and medication to provoke colour hallucinations. It therefore emphasises the importance of full ophthalmological work up in similar cases where hallucinations are atypical and unexpected for the severity and stage of PD."
PMC8312606,34366516,"© 2020 Taylor & Francis Group, LLC.","Photophobia can affect a person's quality of life. We present a case of idiopathic photophobia that was successfully managed with smart light bulbs that allowed the patient to participate in daily activities. Smart light can complement other treatment options including tinted lenses. In conclusion, smart light is a novel way of treating photophobia and should be considered by clinicians."
PMC8312587,34366514,"© 2020 Taylor & Francis Group, LLC.","Ischaemic optic neuropathy (ION) following non-ocular surgeries is a rare but devastating complication. Spine and cardiovascular surgical procedures are well known to be accompanied by this complication. ION after liposuction surgery is gaining attention during the past decades due to the escalating demand for this procedure. We report a case of unilateral anterior ION (AION) after abdominoplasty and liposuction in an eye with optic disc drusen (ODD), which has not been reported previously. The presence of ODD is not only an independent risk factor for AION in young patients, but could also be the underlying cause of the ischaemic insult to the optic nerve head in haemodynamically unstable patients."
PMC8319614,34354776,© 2020 Japanese College of Cardiology. Published by Elsevier Ltd.,"Because previous randomized clinical trials have failed to show any benefits of renal artery stenting (RAS), clinicians have been confused regarding the optimal management of patients with atherosclerotic renal artery stenosis (ARAS). Here, we report a notable case with ARAS whose clinical course could help clinicians identify patients suitable for RAS. A 66-year-old woman with ARAS and some parameter abnormalities on renal duplex ultrasound was admitted to our hospital with severe hypertension (>250 mmHg). After the initiation of antihypertensive intravenous treatment, the patient manifested acute worsening of renal function over 6 days and required dialysis. Because renal failure continued to deteriorate over more than 4 weeks, we performed stenting to the severe ostial stenosis of the right renal artery. As a result, the patient achieved dramatic improvement in renal function and successful withdrawal from dialysis and has maintained stable control of blood pressure without additional events for more than 2 years since discharge. This case suggests that careful analysis of the patient's profile, such as history of rapidly deteriorating renal failure, presence of bilateral ARAS, or a solitary functional kidney, in addition to various parameters of renal duplex ultrasound, may help predict the efficacy of RAS in patients with ARAS. < Learning objective: Because several randomized studies have reported negative results for renal artery stenting (RAS), an individual-based approach is required for the treatment of atherosclerotic renal artery stenosis (ARAS). To determine whether RAS could be effective in patients with ARAS, it is important to assess patient-specific characteristics such as progression of renal failure (e.g. acute worsening), presence of bilateral ARAS, or the existence of a solitary functional kidney, as well as parameters of related examinations such as the renal arterial resistive index.>."
PMC8319681,34350335,"© 2020 Publishing services provided by Elsevier B.V. on behalf of King Faisal Specialist Hospital & Research Centre (General Organization), Saudi Arabia.","Acquired factor VII deficiency secondary to circulating inhibitors is rare in children but is a potentially life-threatening condition. Such a disease is challenging to diagnose and often difficult to manage. Here, we report on a newborn that presented with a catastrophic intracranial hemorrhage who failed to respond to conventional supportive measures including multiple doses of fresh frozen plasma and factor VII replacement; however, he had a complete correction of prothrombin time 8 h after immunomodulatory therapies in the form of steroid and intravenous immunoglobulin. Such measures helped stabilize his bleeding and allowed urgent neurosurgical intervention."
PMC8319649,34350334,"© 2020 Publishing services provided by Elsevier B.V. on behalf of King Faisal Specialist Hospital & Research Centre (General Organization), Saudi Arabia.","Childhood overgrowth syndromes are relatively rare. A generalized overgrowth syndrome should be suspected when tall stature and macrocephaly are present, after ruling out nutritional excess and endocrinopathies. Sotos syndrome is a well-described overgrowth syndrome due to haploinsufficiency of the NSD1 gene. We present a case of an infant with permanent congenital hypothyroidism, who had tall stature and macrocephaly by 7 months of age. He was noted to have typical facial features, mild gross motor and speech delay, and scoliosis by 13 months of age. Gene sequencing revealed a heterozygous novel c6076_6087del12: p.Asn2026_Thr2029del variant in exon 20 of the NSD1 gene, pathogenic for Sotos syndrome. Congenital hypothyroidism with Sotos syndrome has been infrequently reported and may expand the spectrum of disease characteristics. Early diagnosis of overgrowth syndromes is important for developmental follow up and multidisciplinary care coordination."
PMC8291095,34350106,Copyright: © 2020 Journal of Microscopy and Ultrastructure.,"A cyst is defined as a pathological cavity which may or may not have an epithelial lining and which has a fluid, semi-fluid, or gaseous contents and is not formed by accumulation of pus. The calcifying epithelial odontogenic cyst (CEOC) was first reported by Gorlin et al . in 1962. At that time, it was classified as a cyst related to the odontogenic apparatus. It was later renamed as calcifying cystic odontogenic tumor (CCOT) in the World Health Organization classification devised in 2005 due to its histological complexity, morphological diversity, and aggressive proliferation. CCOT was later recognized by numerous names including Gorlin cyst, calcifying ghost cell odontogenic cyst, and/or dentinogenic ghost cell tumor. It has a peak incidence during the second and third decades of life and does not demonstrate any gender predilection. Radiographically, CEOC may appear as a unilocular or multilocular radiolucent lesion with either well-circumscribed or poorly-defined margins and may also be observed in association with unerupted teeth. Calcification is an important radiographic feature for the interpretation of CEOC/CCOT. The typical histopathological features of CEOC include a fibrous wall and lining of odontogenic epithelium with either columnar or cuboidal basal cells resembling ameloblasts. The treatment of choice for CEOC is conservative surgical enucleation, however, recurrence is also not found to be uncommon. Herein, we are reporting a case of the same in a 21-year-old female which was a great dilemma during the diagnostic work-up."
PMC8317776,34337484,© 2020 The Authors.,"Primary carcinosarcoma of the prostate is an extremely rare and aggressive malignancy. We report a patient who presented with obstructive symptoms and without a history of radiation, prior adenocarcinoma, or androgen deprivation therapy. Transurethral resection of the prostate was performed. Histopathology and immunohistochemistry revealed a confirmatory diagnosis of de novo carcinosarcoma of the prostate. The case is described for its rarity and masquerading nature."
PMC8317869,34337464,© 2020 The Authors.,"Percutaneous biopsy can be used for tissue diagnosis of bladder tumors when cystoscopy with transurethral resection is not possible. The largest known case series includes 15 patients with no reported complications and good concordance with surgical pathology. However, concern remains regarding exposure of nonurothelial surfaces to tumor cells, as there are rare documented cases of tumor seeding along nephrostomy and biopsy tracts in upper tract urothelial carcinoma (UC). We present the first documented human case of bladder cancer involvement of the omentum and peritoneum along a biopsy tract and review the use of percutaneous access for upper and lower tract UC."
PMC8318528,34336053,"© The Author(s) 2020. Published by Oxford University Press on behalf of the Canadian Paediatric Society. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com.","Ear moulding in neonates has been shown to successfully correct congenital auricular anomalies. There are several available moulding techniques. However, commercially available moulding devices (e.g., EarWell and Ear Buddy) can be costly, and their alternatives have limited customizability. We present a technique using cost-effective and customizable materials for moulding common anomalies (Stahl's ear, constricted ear, and prominent ear). DuoDERM Extra-thin, Steri-strips, and 3M Kind Removal Silicone tape are used to splint the ear in a preferred position. The DuoDERM is rolled into a putty, placed in the ear, and secured with tapes. This treatment is initiated in the clinic, with weekly splint changes carried out at home by caregivers, and intermittent follow-up appointments. DuoDERM moulding is a safe, inexpensive, highly customizable, and simple way to correct auricular deformities. Primary physicians/paediatricians should embed moulding into their practice, starting treatment as early as possible in the neonatal period."
PMC8302900,34326973,© 2021 The Author(s).,"Flail chest is a life-threatening clinical entity which can be complicated by respiratory insufficiency. Paradoxical motion of a part of chest wall is the basic cause to put the blame on. Consequently, stabilization of the chest wall is occasionally of paramount importance to achieve early extubation in a patient with post-trauma respiratory insufficiency. Hereby, a simple, low cost, harmless and effective approach of external stabilization is presented."
PMC8286001,34321980,Copyright: © 2020 World Journal of Nuclear Medicine.,"Pituitary metastases are rare, are generally asymptomatic, and often remain undiagnosed. Breast cancer is the most common primary cancer metastasizing to hypophysis in women. However, it is difficult to clinically and radiologically differentiate pituitary metastases from pituitary adenomas. We report a case of pituitary metastases diagnosed on magnetic resonance imaging and positron emission tomography/computed tomography, which was the prime manifestation of a breast cancer in a 46-year-old female. This cancer was revealed by insipid diabetes."
PMC8286011,34321979,Copyright: © 2020 World Journal of Nuclear Medicine.,"A 75-year-old woman presented with a 1-month history of abdominal pain. Contrast-enhanced computed tomography (CT) demonstrated a large solid mass in the left lower abdominal quadrant, suspicious for malignancy. Staging with 18 F-fluorodeoxyglucose (FDG) positron emission tomography/CT imaging demonstrated intense FDG uptake in the mass with no evidence of metastatic disease. Complete surgical resection was performed, and histopathological analysis confirmed a malignant perivascular epithelioid cell tumor of the ileum."
PMC8285995,34321978,Copyright: © 2020 World Journal of Nuclear Medicine.,"This case report illustrates a rare case of dermatopathic lymphadenitis with interval 18 F-fluorodeoxyglucose positron emission tomography/ computed tomography performed. The clinical presentation, imaging, and histological findings are described. We discuss the diagnostic challenges in this case."
PMC8286006,34321977,Copyright: © 2020 World Journal of Nuclear Medicine.,"18 F-fluorodeoxyglucose ( 18 F-FDG) positron emission tomography/computed tomography (CT) is an important tool widely used in the oncology to stage and restage various malignancies. Intense focal FDG uptake in the lung parenchyma associated with the absence of anatomical lesion detected on CT can be explained by a lung microembolism, known as hot-clot artifact. We report, to the best of our knowledge, the first case describing a single hot-clot artifact located in the same lung as a histologically proven non-small cell lung cancer."
PMC8286007,34321976,Copyright: © 2020 World Journal of Nuclear Medicine.,"Tuberculosis (TB) of the spine is the most important extra pulmonary form of TB. The lytic destructive variant of spinal TB can destroy the intervertebral discs, vertebral body, collapse, kyphotic deformity, and spinal cord compression. Complicated Pott's disease if not managed early can lead to neurological deficits, so there is a need for early surgical decompression, compliant anti-tubercular therapy, and response evaluation tool. We present two cases of multilevel dorsal spinal TB diagnosed on magnetic resonance imaging spine and baseline 18 F-fluorodeoxyglucose ( 18 F-FDG) positron emission tomography/computed tomography (PET/CT) scan. They underwent early decompression with internal fixation and were followed up for 18 months with serial 18 F-FDG PET/CT at 3 rd and 18 th month, respectively. One patient showed an early complete metabolic response and excellent functional recovery. Another patient showed progressive disease (drug-resistant status) and delayed functional recovery. 18 F-FDG PET/CT has an excellent role in assessing response to therapy and thus helps to achieve therapeutic endpoint."
PMC8286009,34321973,Copyright: © 2020 World Journal of Nuclear Medicine.,"Granulocyte colony-stimulating factor (G-CSF) can be produced by tumor cells and is known to promote tumor growth, thereby potentially accelerating disease progression. Squamous cell carcinoma (SCC) at maxillary sinus is aggressive growth with poor prognosis. Maxillary sinus carcinomas are rare and can be clinically silent in the early stages or manifest with the same signs and symptoms of more common illnesses, leading to their delayed diagnosis of disease. Hypermetabolic uptake of 18 F-fluorodeoxyglucose ( 18 F-FDG) but not of 4-borono-2- 18 F-fluoro- L-phenylalanine ( 18 F-FBPA), in the bone marrow of patients with G-CSF-producing tumors without bone marrow involvement during positron emission tomography (PET), has been reported. The present case report describes our first experience of bone marrow uptake in PET/computed tomography examination using 18 F-FBPA, high uptake seen in the bone marrow of a patient with a G-CSF-secreting SCC of the maxillary sinus that it relapsed following chemoradiation therapy and surgical resection of the tumor."
PMC8286004,34321972,Copyright: © 2020 World Journal of Nuclear Medicine.,"Lung cancer commonly metastasizes to ipsilateral and contralateral lungs, to mediastinal lymph nodes, to skeletal level, to brain, and to adrenal gland. It is indeed very rare to find skeletal metastases at the extremities, especially at the onset of the disease. We share the case of a 53-year-old man with dyspnea and pain at the level of the first finger of the left hand under antibiotic treatment for suspected osteomyelitis. 18 F-fluorodeoxyglucose positron emission tomography-computed tomography showed the presence of a left lung lesion with multiple localizations at muscles and bones."
PMC8308182,34317981,open access (CC),[Figure: see text]
PMC8311153,34317633,© 2021 The Authors.,"A 27-year-old man admitted with tricuspid valve endocarditis with a large vegetation, persistent bacteremia, and pulmonary and systemic septic embolization was deemed not a suitable surgical candidate. He underwent percutaneous vegetation debulking using the AngioVac system. The patient defervesced post-operatively with clinical improvement but with abruptly worsened tricuspid regurgitation. ( Level of Difficulty: Beginner. )."
PMC8302771,34317577,© 2021 The Authors.,"A 54-year-old male bodybuilder who was abusing anabolic steroids developed an acute ST-segment elevation myocardial infarction after strenuous strength training. Despite optimal use of dual antiplatelet therapy, on day 4 after primary coronary stenting, the patient suffered another acute coronary event due to subacute thrombosis, potentially pre-disposed by anabolic steroid use. ( Level of Difficulty: Intermediate. )."
PMC8311014,34317537,© 2021 The Authors.,We describe the case of an 83-year-old man with a history of ischemic cardiomyopathy and severe secondary mitral regurgitation. This case highlights the role of transcatheter edge-to-edge repair with the MitraClip in the management of symptomatic functional mitral regurgitation in a surgically unfavorable patient. ( Level of Difficulty: Advanced. ).
PMC8311052,34317536,© 2021 The Authors.,"Transcatheter edge-to-edge repair has revolutionized the management of mitral regurgitation in the high surgical-risk population. Iatrogenic atrial septal defects (iASDs) are an obligatory consequence of the procedure. The long-term sequelae of persistent iASDs are unknown but are believed to be dependent on their size, directionality of flow, and underlying hemodynamics. We discuss an uncommon scenario of a post-transcatheter edge-to-edge repair iASD that required immediate closure. ( Level of Difficulty: Intermediate. )."
PMC8310937,34317531,© 2021 The Authors.,"We describe an extracardiac mass in a 72-year-old man with a history of pericardiectomy for constrictive pericarditis. Imaging studies revealed that progressive shrinkage of the residual pericardium compressed mitral valve anteriority, and fat replacement of the secondarily enlarged posterior space of the atrioventricular groove appeared as a space-occupying lesion. ( Level of Difficulty: Intermediate. )."
PMC8310941,34317530,© 2021 The Authors.,"The differential diagnosis of true aneurysms and pseudoaneurysms is challenging, and multimodality cardiac imaging is often necessary. We report a case in which the limitations of these techniques are exposed, showing that post-operative evaluation of tissue layers remains the gold standard in establishing this diagnosis. ( Level of Difficulty: Beginner. )."
PMC8310940,34317509,© 2021 The Authors.,"We present a complex Marfan case, with previous type A aortic dissection, subsequent progressing aortic arch aneurysm, type B chronic aortic dissection, and Barlow disease with severe mitral regurgitation, all expressions of the same phenotype, all needing staged complex surgical therapies. ( Level of Difficulty: Intermediate. )."
PMC8310936,34317499,© 2021 The Authors.,We describe the use of direct percutaneous cardiac access to recanalize an atretic right pulmonary artery in an adolescent with complex congenital heart disease and right heart failure. This case highlights the problems associated with loss of central venous access and potential advantages of a direct cardiac approach to catheterization. ( Level of Difficulty: Intermediate. ).
